area;pop;density;nb_pt;work_or_edu_fac;other_fac;cars_per_persons;big_road;insee
1.814309;30374;16741.359933726835;9;94;1144;0.3373493975903614;656.4439213724008;94018.0
5.914459;21356;3610.812079346564;0;67;867;0.5714285714285714;1028.428976545058;77243.0
11.7879115;1306;110.79146632548098;0;0;33;0.5333333333333333;0.0;77203.0
2.3436655;4471;1907.6954454464596;0;10;135;0.6666666666666666;0.0;91333.0
7.81699;232;29.67894291792621;0;0;4;0.0;0.0;77286.0
8.887374;22036;2479.472564111739;43;168;963;0.75;5234.941115968865;78640.0
8.4093555;680;80.86232054287632;0;0;13;0.0;2550.601442578174;77401.0
7.509837;485;64.58196096666279;0;2;21;0.0;0.0;95055.0
15.622271;8718;558.0494666876538;0;35;343;0.631578947368421;2033.5909769411323;77470.0
4.97452;2752;553.2192050690318;0;2;96;0.7142857142857143;0.0;91275.0
16.3720605;898;54.84954077710622;0;1;24;0.5;0.0;78470.0
2.0516445;3347;1631.3742463667559;0;7;86;0.4;0.0;77419.0
21.6215675;323;14.938787393652193;0;2;14;0.0;0.0;77066.0
6.0253975;3412;566.2696942400895;0;20;131;0.4;0.0;77389.0
12.480766;6908;553.4916687004628;1;12;244;0.5333333333333333;0.0;95039.0
8.163862;3868;473.7953679275813;1;9;105;0.6;131.2131628264596;91085.0
7.626936;6160;807.6637852998898;0;11;194;0.8888888888888888;0.0;77330.0
8.9989625;556;61.784900203773496;0;1;11;1.0;0.0;78162.0
9.116537;52971;5810.42999112492;34;152;1959;0.453125;2351.6572844058883;92023.0
8.4297255;2466;292.5362160369279;3;11;74;0.8076923076923077;0.0;77061.0
11.3589015;1114;98.07286382402383;0;3;35;1.5;0.0;95535.0
8.2790505;296;35.752892194581975;0;1;11;0.75;0.0;77097.0
11.685619;668;57.164280300427386;0;0;17;0.0;0.0;77381.0
10.2529265;731;71.29671708853078;0;0;14;0.7777777777777778;0.0;78006.0
11.5807255;93557;8078.682117109157;40;223;3212;0.35514018691588783;0.0;94081.0
1.917745;374;195.02071443283648;0;1;7;1.5;0.0;78185.0
14.729906;54991;3733.2892687842;2;183;2106;0.41964285714285715;0.0;77284.0
9.7788845;1942;198.59115832690324;0;6;63;0.8;0.0;78337.0
5.5675295;591;106.15121123291757;0;0;16;0.0;0.0;77365.0
11.8339695;11062;934.7666478268344;0;56;379;0.4583333333333333;0.0;77487.0
17.3625975;899;51.77796697757925;0;2;25;0.75;0.0;77172.0
10.4863665;2139;203.97913805511183;0;3;83;0.6666666666666666;0.0;78239.0
5.1104235;2708;529.8973754327798;0;5;84;0.4;0.0;95058.0
1.7087415;588;344.1129041461216;0;0;18;0.0;0.0;77233.0
5.448176;20816;3820.7282584116224;0;39;518;0.32857142857142857;0.0;77285.0
4.2203755;166;39.33299300026739;0;1;9;0.0;0.0;78234.0
2.281715;650;284.87343949616843;0;0;27;0.0;0.0;78031.0
14.4755355;724;50.0154208457435;0;2;24;0.7142857142857143;0.0;91662.0
7.298988;6233;853.9540001983837;1;16;185;0.4583333333333333;0.0;77079.0
3.0760735;441;143.36458475390785;0;1;15;0.6666666666666666;0.0;77150.0
6.739427;324;48.07530373131128;0;0;14;0.0;0.0;91037.0
13.0222065;470;36.09219374612129;0;0;21;0.0;0.0;77361.0
