geo_point_2d;geo_shape;objectid_1;objectid;numero;nom;larg;sens;chauss;tunnel;shape_leng;niveau_route;code_statu;gestionn;statut_2;statut;shape_len
49.0508020978, 2.18804124814;"{""coordinates"": [[2.193035223376208, 49.05127680425541], [2.192484327620092, 49.05104621232658], [2.190898210794263, 49.05059323611774], [2.189244207598162, 49.05036121892924], [2.187993049905083, 49.05037728962354], [2.186674096892661, 49.050570101169754], [2.185879951329204, 49.0507933728736], [2.18542190475352, 49.050922148069084], [2.183711453114279, 49.05154768708688], [2.183078529656354, 49.05175021101713]], ""type"": ""LineString""}";1;131;0;N184;2;>;1;0;782.1418247;0;499;Etat;;bretelle nationale;782.141824698
48.9958705805, 2.51584698861;"{""coordinates"": [[2.515421280001024, 48.99554075469445], [2.516272697211071, 48.9962004062789]], ""type"": ""LineString""}";10;351;216332;A1;2;>;1;0;96.24693885;0;500;;;bretelle autoroute / voie rapide;96.2469388443
49.0315575659, 2.11785398494;"{""coordinates"": [[2.117702625708771, 49.03157210103014], [2.118005344179772, 49.0315430307193]], ""type"": ""LineString""}";15;461;216651;A15;3;D;2;0;22.37183489;0;501;Etat;Autoroute DIRIF;autoroute;22.3718348881
49.1238925342, 2.25005364088;"{""coordinates"": [[2.249362159827616, 49.12415381582588], [2.24990141908155, 49.12381573997688], [2.250158347022095, 49.123805394795184], [2.250495704009341, 49.12382672765448], [2.250797913114212, 49.12388161219265]], ""type"": ""LineString""}";19;836;0;A16;0;;0;0;120.85764349;0;500;;;bretelle autoroute / voie rapide;120.85764349
49.1012729365, 2.27763202418;"{""coordinates"": [[2.278128589917113, 49.10106071918977], [2.277903360388491, 49.1011464569981], [2.277140271584547, 49.101496634532126]], ""type"": ""LineString""}";20;998;0;N1;0;;0;0;87.00116617;0;499;;;bretelle nationale;87.0011661703
49.0526873995, 2.1974461505;"{""coordinates"": [[2.197368883152091, 49.05264508028677], [2.197523417840439, 49.05272971875196]], ""type"": ""LineString""}";25;1047;220237;N184;2;D;2;0;14.70403082;0;502;Etat;Voie rapide DIRIF;voie rapide;14.7040308174
48.9778950136, 2.23997520288;"{""coordinates"": [[2.23979508020569, 48.977441428740605], [2.240155325562435, 48.97834859836318]], ""type"": ""LineString""}";31;1170;216537;A15;0;;0;0;104.27372917;0;500;;;bretelle autoroute / voie rapide;104.273729169
48.9656535361, 2.25884483316;"{""coordinates"": [[2.258512455976974, 48.96585227515149], [2.259177210351222, 48.96545479714526]], ""type"": ""LineString""}";34;1321;0;A15;0;;0;0;65.74890766;0;500;;;bretelle autoroute / voie rapide;65.7489076607
49.0035191286, 2.24614349481;"{""coordinates"": [[2.245772260454046, 49.004693531964676], [2.246223256190806, 49.00380178057255], [2.246255084074633, 49.002279926486906]], ""type"": ""LineString""}";58;2035;216460;A115;2;D;2;0;273.77889932;0;501;Etat;Autoroute DIRIF;autoroute;273.778899322
49.0085191092, 2.53507257607;"{""coordinates"": [[2.536361499185432, 49.008845941540265], [2.534237072747019, 49.00831075984988], [2.533788835685814, 49.00817367950117]], ""type"": ""LineString""}";62;2186;216404;A1;2;>;1;0;202.5920944;0;500;;;bretelle autoroute / voie rapide;202.592094401
49.0115239231, 2.52788990407;"{""coordinates"": [[2.527855285398379, 49.01151934033244], [2.527924522733549, 49.01152850581304]], ""type"": ""LineString""}";98;3196;0;A1;0;;0;0;5.16664071;0;500;;;bretelle autoroute / voie rapide;5.16664070843
48.9841702274, 2.50589502839;"{""coordinates"": [[2.503238319708585, 48.982760626027876], [2.504745113613524, 48.9833991674921], [2.505837651508607, 48.984002751820505], [2.506926136838353, 48.98466000046489], [2.507776790695063, 48.98543155997604], [2.50823910342619, 48.98601722786407]], ""type"": ""LineString""}";111;3462;0;A1;2;>;1;0;523.10780856;0;500;;;bretelle autoroute / voie rapide;523.107808556
48.9968778227, 2.52030301517;"{""coordinates"": [[2.520093806218268, 48.99677425768777], [2.520300062625038, 48.99688436830507], [2.520518196415507, 48.99696832720789]], ""type"": ""LineString""}";114;3555;216346;A1;2;>;1;0;37.92823423;0;500;;;bretelle autoroute / voie rapide;37.9282342269
48.9988500312, 2.5215162434;"{""coordinates"": [[2.518573779194838, 48.99618806970538], [2.52150918839479, 48.99884271814342], [2.524457783854527, 49.001513013419164]], ""type"": ""LineString""}";115;3561;216348;A1;2;>;1;0;732.16030564;0;500;;;bretelle autoroute / voie rapide;732.160305642
49.067090992, 2.40057429217;"{""coordinates"": [[2.398733040741511, 49.06735253128556], [2.401317577209252, 49.06700713822584], [2.40240273621755, 49.06675865884048]], ""type"": ""LineString""}";125;3806;0;N104;2;D;2;0;276.71549234;0;502;Etat;Autoroute DIRIF;voie rapide;276.71549234
49.0649861343, 2.40774410732;"{""coordinates"": [[2.409555991269102, 49.064820361973815], [2.408361324129713, 49.064998718040066], [2.407838004562771, 49.06510596600048], [2.407291476197549, 49.06512935021041], [2.406814941255553, 49.06506079283136], [2.4063493849024, 49.06488542846299], [2.405954078608683, 49.0647882930974]], ""type"": ""LineString""}";128;3824;0;D316;1;>;1;0;275.32766714;0;500;;;bretelle autoroute / voie rapide;275.327667131
48.9971824078, 2.18000600049;"{""coordinates"": [[2.178850215222313, 48.99783384294706], [2.181161785754682, 48.99653097264813]], ""type"": ""LineString""}";130;3834;0;A15;0;;0;0;222.72309957;0;500;;;bretelle autoroute / voie rapide;222.723099565
49.0592686708, 2.21053732197;"{""coordinates"": [[2.210325751176691, 49.05906040898062], [2.210748892771095, 49.05947693266721]], ""type"": ""LineString""}";144;4141;220271;N184;0;;0;0;55.69905507;0;500;;;bretelle autoroute / voie rapide;55.6990550696
49.0503418108, 2.14473267807;"{""coordinates"": [[2.142642846990215, 49.04998691388887], [2.144927953403499, 49.05035032913703], [2.146812768542281, 49.05074929412639]], ""type"": ""LineString""}";150;4226;220226;N184;2;D;2;0;316.61341654;0;502;Etat;Voie rapide DIRIF;voie rapide;316.613416538
49.0600282919, 2.02300241972;"{""coordinates"": [[2.020492699425946, 49.06043484185206], [2.021784728316259, 49.06021329206523], [2.025514759784856, 49.05963782753839]], ""type"": ""LineString""}";71;2333;219856;N14;2;D;2;0;377.6221139;0;503;Etat;Voie rapide DIRIF;nationale;377.622113905
48.9863937745, 2.24238862005;"{""coordinates"": [[2.242327317712706, 48.98607771435935], [2.24244992238498, 48.986709834674684]], ""type"": ""LineString""}";73;2363;216449;A115;0;D;0;0;70.86746309;0;500;;;bretelle autoroute / voie rapide;70.8674630917
49.0350664487, 2.11508548208;"{""coordinates"": [[2.114617123129423, 49.034949971713345], [2.115553841034728, 49.03518292572748]], ""type"": ""LineString""}";75;2474;220211;N184;2;D;2;0;73.23099666;0;502;Etat;Voie rapide DIRIF;voie rapide;73.2309966597
49.0031941208, 2.52679762336;"{""coordinates"": [[2.526764654330263, 49.00317260611814], [2.526830592393468, 49.00321563547377]], ""type"": ""LineString""}";81;2613;216359;A1;2;>;1;0;6.79521665;0;500;;;bretelle autoroute / voie rapide;6.7952166485
48.9629214873, 2.26438978053;"{""coordinates"": [[2.264091158496186, 48.96282988742541], [2.264688402565128, 48.96301308720176]], ""type"": ""LineString""}";83;2688;0;A15;0;;0;0;48.24516114;0;500;;;bretelle autoroute / voie rapide;48.2451611398
48.9884985273, 2.20478621392;"{""coordinates"": [[2.205468419035334, 48.988247654024214], [2.204705217331409, 48.988528390407225], [2.204103951821961, 48.98874924550247]], ""type"": ""LineString""}";94;2997;0;;1;>;1;0;114.38571175;0;0;;;autre voie;114.385711752
49.0530605873, 2.19813135288;"{""coordinates"": [[2.197523417840439, 49.05272971875196], [2.198739287925558, 49.05339145574862]], ""type"": ""LineString""}";289;7427;220238;N184;2;D;2;0;115.39198262;0;502;Etat;Voie rapide DIRIF;voie rapide;115.391982622
49.0806165535, 2.31691659819;"{""coordinates"": [[2.315932155687405, 49.081812837429766], [2.317901040687715, 49.0794202695247]], ""type"": ""LineString""}";294;7621;219782;N1;4;D;1;0;302.48757097;0;503;Etat;Voie structurante SDRIF;nationale;302.487570963
48.9847245545, 2.50365996213;"{""coordinates"": [[2.505552743420008, 48.986603775305106], [2.505104176273488, 48.98603803149624], [2.503308626631935, 48.984373465923404], [2.501675333372043, 48.982934304509826]], ""type"": ""LineString""}";324;8614;0;A1;2;>;1;0;497.75371961;0;500;;;bretelle autoroute / voie rapide;497.753719605
49.0289176668, 2.5287650982;"{""coordinates"": [[2.524029918507647, 49.02823165932622], [2.526574436310564, 49.0287634773551], [2.527226905508288, 49.02894241399054], [2.527867007883695, 49.029292797880224], [2.528415621929581, 49.02957476086128], [2.528820478874529, 49.02977123302361], [2.529368344269606, 49.02986460456531], [2.530137160174195, 49.02978617185719], [2.530631621697821, 49.029553890273], [2.531032958015683, 49.0292025288454], [2.531269243147114, 49.028995636269], [2.531363909264493, 49.02891275938034], [2.531592967851463, 49.02871220959881], [2.53250237520919, 49.02793061840218], [2.533074303946864, 49.02751819398173]], ""type"": ""LineString""}";327;8690;0;;0;;0;0;826.89625827;0;500;;;bretelle autoroute / voie rapide;826.896258269
48.9660045357, 2.25811867949;"{""coordinates"": [[2.257933343682031, 48.96605997939228], [2.258304015295969, 48.965949092089495]], ""type"": ""LineString""}";336;8962;216668;A15;4;D;2;0;29.81051005;0;501;Etat;Autoroute DIRIF;autoroute;29.810510046
48.9591924953, 2.27324969442;"{""coordinates"": [[2.272703067306637, 48.95948185381106], [2.273796321528814, 48.95890313678482]], ""type"": ""LineString""}";338;9028;216570;A15;4;D;2;0;102.71842636;0;501;Etat;Autoroute DIRIF;autoroute;102.718426364
49.0476017751, 2.4407722185;"{""coordinates"": [[2.44006985017608, 49.04730623356169], [2.440608415381855, 49.04765716744424], [2.440999325267921, 49.047732838922435], [2.441317317524127, 49.04768505022418], [2.441506031346569, 49.04756909685009]], ""type"": ""LineString""}";339;9097;0;N104;1;>;1;0;127.96006523;0;499;;;bretelle nationale;127.960065224
49.0459411316, 2.13049833064;"{""coordinates"": [[2.130293770047606, 49.045644583214155], [2.130646457673042, 49.04615809390247], [2.130710283857475, 49.04623197597333]], ""type"": ""LineString""}";353;9303;220219;N184;2;D;2;0;72.1098516;0;502;Etat;Voie rapide DIRIF;voie rapide;72.1098516065
49.0460566909, 2.07355170827;"{""coordinates"": [[2.073154606250114, 49.04661365652517], [2.073382962557469, 49.04627934418075], [2.073958224561349, 49.04550643976507]], ""type"": ""LineString""}";356;9312;216475;A15;0;;0;0;136.45128392;0;500;;;bretelle autoroute / voie rapide;136.451283916
49.0375360265, 2.1224746721;"{""coordinates"": [[2.121799200991968, 49.03736572564379], [2.123150143205688, 49.03770632727328]], ""type"": ""LineString""}";362;9488;220052;N184;0;;0;0;105.79338718;0;500;;;bretelle autoroute / voie rapide;105.793387188
49.0694492889, 2.3263107572;"{""coordinates"": [[2.325793439816464, 49.070110881784956], [2.326828074583998, 49.06878769606022]], ""type"": ""LineString""}";367;9636;219786;N1;4;D;1;0;165.44616736;0;503;Etat;Voie structurante SDRIF;nationale;165.446167353
49.0162567785, 2.53174961512;"{""coordinates"": [[2.531667021251121, 49.01611415821914], [2.531832208988416, 49.01639939873006]], ""type"": ""LineString""}";376;9781;216400;A1;3;D;2;0;33.94542958;0;501;Etat;Autoroute concédée;autoroute;33.9454295816
49.0623021484, 2.33999732743;"{""coordinates"": [[2.34009414671534, 49.06281686344424], [2.340470464189523, 49.06255971413602], [2.340402881545734, 49.062280941001106], [2.340046202666124, 49.06210249961782], [2.339163536709278, 49.06212612638827]], ""type"": ""LineString""}";385;9899;0;N104;2;>;1;0;168.39746396;0;499;;;bretelle nationale;168.39746396
49.0620686712, 2.33867045815;"{""coordinates"": [[2.339113074900629, 49.061986182823865], [2.338227841390323, 49.062151159477466]], ""type"": ""LineString""}";386;9902;219131;N104;2;D;2;0;67.24820087;0;502;Etat;Autoroute DIRIF;voie rapide;67.2482008617
49.0260403165, 2.10357232641;"{""coordinates"": [[2.103262547873336, 49.02766192051226], [2.10366964101366, 49.02579224077336], [2.103766774625131, 49.024402215575684]], ""type"": ""LineString""}";162;4727;220203;N184;4;D;1;0;364.80368939;0;503;Etat;Voie rapide DIRIF;nationale;364.803689395
49.012443757, 2.52489966605;"{""coordinates"": [[2.523396620265931, 49.01236329544006], [2.52418300342916, 49.01244070135459], [2.525273521870764, 49.012504958412634], [2.525904840368945, 49.012475672773256], [2.526191608781743, 49.01239019156392], [2.526350874270182, 49.01225699643987]], ""type"": ""LineString""}";170;4874;0;A1;0;;0;0;226.4391666;0;500;;;bretelle autoroute / voie rapide;226.439166591
48.9955763027, 2.18190913981;"{""coordinates"": [[2.181955008287231, 48.99579373351548], [2.181863271337821, 48.99535887188578]], ""type"": ""LineString""}";194;5553;216498;A15;0;D;0;0;48.82436014;0;500;;;bretelle autoroute / voie rapide;48.824360136
49.0995679429, 2.2638985351;"{""coordinates"": [[2.264264792928814, 49.09963292312885], [2.264014924940011, 49.099585975969696], [2.263749640638574, 49.09954632045454], [2.263533163325795, 49.099498691953634]], ""type"": ""LineString""}";206;5702;0;N184;0;;0;0;55.52392362;0;500;;;bretelle autoroute / voie rapide;55.5239236135
49.0141632468, 2.14747294561;"{""coordinates"": [[2.154838874639584, 49.010474725647875], [2.153460390991953, 49.01102150807019], [2.152225665967091, 49.011505835763415], [2.150674104503162, 49.01216513850571], [2.148231461943073, 49.013461991684466], [2.147042235807458, 49.01408123838386], [2.145089237090977, 49.01532250454337], [2.143522935970864, 49.01642106438076], [2.142462639350559, 49.017255031150995], [2.141681761928629, 49.01786367463456], [2.140550700864832, 49.018639194245935]], ""type"": ""LineString""}";214;6056;216470;A15;3;D;2;0;1393.77320724;0;501;Etat;Autoroute DIRIF;autoroute;1393.77320724
49.0635654357, 2.32636223593;"{""coordinates"": [[2.326971844669927, 49.06348910913866], [2.326398749568729, 49.06362732177266], [2.326007885308699, 49.06357009124175], [2.325753864688952, 49.063493772565295]], ""type"": ""LineString""}";268;7169;0;N1;0;;0;0;94.29332111;0;500;;;bretelle autoroute / voie rapide;94.2933211127
49.0196601337, 2.09804428295;"{""coordinates"": [[2.095951976727587, 49.018396990131166], [2.100136589167385, 49.02092327727704]], ""type"": ""LineString""}";443;11495;220198;N184;4;D;1;0;415.47487745;0;503;Etat;Voie structurante SDRIF;nationale;415.474877447
49.0337936757, 2.1043127289;"{""coordinates"": [[2.103031370181313, 49.03408609439151], [2.104013792480721, 49.03385413765838], [2.105596791067211, 49.03351323468347]], ""type"": ""LineString""}";449;11624;216633;A15;3;D;2;0;198.13623606;0;501;Etat;Autoroute DIRIF;autoroute;198.136236062
49.0328220072, 2.1061057047;"{""coordinates"": [[2.107272188332116, 49.033150002686256], [2.10634741155872, 49.033124396879934], [2.105724757830282, 49.03320127152046], [2.105069355785553, 49.03333441736394], [2.10456109974489, 49.03326032217694], [2.104349405450687, 49.033013570739534], [2.104501350124349, 49.03269365486943], [2.105001160039235, 49.032563292088824], [2.105781801090896, 49.032518636552304], [2.106851520637153, 49.03243620228604], [2.107606895584996, 49.0324923738431], [2.108518742091795, 49.03272449131385]], ""type"": ""LineString""}";450;11646;0;A15;0;;0;0;573.49452022;0;500;;;bretelle autoroute / voie rapide;573.494520227
48.9567403273, 2.27655100739;"{""coordinates"": [[2.276213220828405, 48.95703562835825], [2.276362734551773, 48.95690475449382], [2.276392654387378, 48.956871182535686], [2.276784801130476, 48.956536974607126], [2.276900967594703, 48.95646031858903]], ""type"": ""LineString""}";462;11879;216582;A15;4;D;2;0;81.55298485;0;501;Etat;Autoroute DIRIF;autoroute;81.5529848449
48.9753609995, 2.24357017198;"{""coordinates"": [[2.240999456049748, 48.9780786793366], [2.240967564225285, 48.977791729839225], [2.240957176077712, 48.977426813583385], [2.241194618608232, 48.97694223919176], [2.241636176954225, 48.97643086451332], [2.242272384742799, 48.97592526986929], [2.242581846328606, 48.97571742345331], [2.243497252288864, 48.97520980338424], [2.244288525219741, 48.97485987153285], [2.244926844779546, 48.974567553335035], [2.245410606123129, 48.97428789680591], [2.245720862998639, 48.97410983526264], [2.246861676717308, 48.973080787055736]], ""type"": ""LineString""}";562;14676;216540;A15;2;>;1;0;733.26321626;0;501;Etat;Autoroute DIRIF;autoroute;733.26321626
48.9553928631, 2.27587341626;"{""coordinates"": [[2.275827603708637, 48.95551957830518], [2.27591922880684, 48.95526614788026]], ""type"": ""LineString""}";563;14724;216587;D311;2;D;2;0;28.97055849;0;499;;;bretelle nationale;28.970558496
49.0106327132, 2.52960917048;"{""coordinates"": [[2.529669650950784, 49.010308184885524], [2.529571563807805, 49.01078960018109], [2.52958076844257, 49.01095960195101]], ""type"": ""LineString""}";568;14750;0;A1;0;;0;0;72.93538063;0;500;;;bretelle autoroute / voie rapide;72.9353806345
49.0113992111, 2.22550424993;"{""coordinates"": [[2.223813994611605, 49.01180117083814], [2.22492027853694, 49.0115130752148], [2.226205943179491, 49.0112408985398], [2.227203500450673, 49.01103586000492]], ""type"": ""LineString""}";573;14820;216434;A115;2;D;2;0;262.30326262;0;501;Etat;Autoroute DIRIF;autoroute;262.303262629
48.9657215812, 2.25879350846;"{""coordinates"": [[2.258512455976974, 48.96585227515149], [2.259074560942406, 48.96559088718874]], ""type"": ""LineString""}";595;15548;216556;A15;4;D;2;0;50.3872441;0;501;Etat;Autoroute DIRIF;autoroute;50.3872441029
49.0305868443, 2.12675160449;"{""coordinates"": [[2.126572413864675, 49.03061398383401], [2.126930795106585, 49.0305597047312]], ""type"": ""LineString""}";611;15893;216660;A15;2;D;2;0;26.89418086;0;500;;;bretelle autoroute / voie rapide;26.8941808606
49.1245174989, 2.25328866974;"{""coordinates"": [[2.253141955516597, 49.122776251921294], [2.253318634723745, 49.12464251161207], [2.253322021456081, 49.12516830815577], [2.25342465879744, 49.12625930636587]], ""type"": ""LineString""}";612;15937;0;A16;2;D;2;0;388.0280418;0;501;Etat;Autoroute concédée;autoroute;388.028041797
49.0710839072, 2.32495742834;"{""coordinates"": [[2.324121416860569, 49.07205693265095], [2.325793439816464, 49.070110881784956]], ""type"": ""LineString""}";616;16186;219785;N1;4;D;1;0;248.53823757;0;503;Etat;Voie structurante SDRIF;nationale;248.538237571
48.9676881615, 2.25289368098;"{""coordinates"": [[2.252450706584245, 48.96789424784461], [2.253336655367661, 48.96748207517048]], ""type"": ""LineString""}";621;16342;216548;A15;4;D;2;0;79.42706142;0;501;Etat;Autoroute DIRIF;autoroute;79.427061424
49.0594658337, 2.02662896093;"{""coordinates"": [[2.025514759784856, 49.05963782753839], [2.027743162080839, 49.05929383977556]], ""type"": ""LineString""}";470;12027;219856;N14;2;D;2;0;167.30238365;0;503;Etat;Voie rapide DIRIF;nationale;167.302383648
49.0845045993, 2.31366301661;"{""coordinates"": [[2.312995655324446, 49.08525395806092], [2.314330377892438, 49.083755240553984]], ""type"": ""LineString""}";495;12506;219780;N1;4;D;1;0;193.10959684;0;503;Etat;Voie rapide DIRIF;nationale;193.109596836
49.0414262045, 2.08152246308;"{""coordinates"": [[2.081856605654294, 49.04140559056396], [2.081738458727931, 49.041437639515124], [2.08143494917516, 49.04143696245481], [2.081187240762588, 49.04139313676798]], ""type"": ""LineString""}";498;12568;0;A15;0;;0;0;50.29056333;0;500;;;bretelle autoroute / voie rapide;50.2905633291
48.9817987195, 2.49965903494;"{""coordinates"": [[2.498990624715198, 48.9811236991156], [2.499997317401948, 48.9821470278921], [2.500340779149066, 48.98245988371646]], ""type"": ""LineString""}";514;13148;0;A1;2;>;1;0;178.50032468;0;500;;;bretelle autoroute / voie rapide;178.500324686
49.1283953087, 2.25335768256;"{""coordinates"": [[2.253398271139827, 49.12819665763156], [2.253317093980047, 49.12859395975909]], ""type"": ""LineString""}";540;14251;0;A16;2;D;2;0;44.58482471;0;501;Etat;Autoroute concédée;autoroute;44.5848247049
49.0531313889, 2.17127618165;"{""coordinates"": [[2.170470677977003, 49.05311856221531], [2.172081685327359, 49.05314421551925]], ""type"": ""LineString""}";544;14329;220231;N184;2;D;2;0;117.79429906;0;502;Etat;Voie rapide DIRIF;voie rapide;117.794299061
49.0589258245, 2.21007449671;"{""coordinates"": [[2.209378983297955, 49.058403035000666], [2.209577075449059, 49.058528307901405], [2.210010681195301, 49.05886194256669], [2.210748892771095, 49.05947693266721]], ""type"": ""LineString""}";551;14522;220243;N184;2;D;2;0;156.00683133;0;502;Etat;Voie rapide DIRIF;voie rapide;156.006831327
48.9767427642, 2.23859822311;"{""coordinates"": [[2.23726291788931, 48.97642250929245], [2.237892228373913, 48.976403944077404], [2.238294116980766, 48.976532310999374], [2.238621777374625, 48.97663740278788], [2.23908749233106, 48.976877377705186], [2.239451566402919, 48.97714086952064], [2.23979508020569, 48.977441428740605]], ""type"": ""LineString""}";556;14597;216534;A15;0;;0;0;230.23021572;0;500;;;bretelle autoroute / voie rapide;230.230215722
49.0038016534, 2.5234088494;"{""coordinates"": [[2.525469025308741, 49.005278780304515], [2.524699234400048, 49.004814099517105], [2.523520012008177, 49.004061052619775], [2.522656719827077, 49.00326026925966], [2.521557929267034, 49.002068807408875]], ""type"": ""LineString""}";424;10938;0;A1;0;;0;0;460.84306002;0;500;;;bretelle autoroute / voie rapide;460.843060023
48.9915099436, 2.51056555839;"{""coordinates"": [[2.513331632630658, 48.993992450890445], [2.508739166199548, 48.98985430587941], [2.507752636484365, 48.98908323529856]], ""type"": ""LineString""}";425;11007;0;A1;2;>;1;0;681.95763875;0;500;;;bretelle autoroute / voie rapide;681.95763875
48.999094466, 2.24489456882;"{""coordinates"": [[2.24406222338839, 48.99919528686969], [2.244999429926827, 48.99898631169346], [2.245451125478669, 48.99908868634419], [2.245658300196142, 48.99930158441255]], ""type"": ""LineString""}";429;11051;216453;A115;0;;0;0;135.48071466;0;500;;;bretelle autoroute / voie rapide;135.480714658
49.0150051329, 2.09088360021;"{""coordinates"": [[2.090172264048423, 49.01401305053941], [2.09018279124518, 49.0141312566453], [2.090488068419825, 49.01460066347682], [2.09104883608133, 49.015244008765755], [2.091388865277793, 49.015601212280394], [2.091778129524474, 49.015850895440316]], ""type"": ""LineString""}";745;19201;220197;N184;4;D;1;0;239.06197873;0;503;Etat;Voie structurante SDRIF;nationale;239.061978731
49.0344806806, 2.10167204478;"{""coordinates"": [[2.101247553536476, 49.03458561381553], [2.102096536025225, 49.03437574735798]], ""type"": ""LineString""}";752;19406;216629;A15;3;D;2;0;66.3228663;0;501;Etat;Autoroute DIRIF;autoroute;66.3228663036
49.1041954733, 2.26205071934;"{""coordinates"": [[2.2565680804521, 49.10914266188498], [2.256793006547245, 49.1082330078783], [2.257374234953974, 49.10721021140241], [2.258245381366149, 49.10633050463559], [2.259388005203515, 49.10539139823441], [2.260639965945736, 49.104559573915424], [2.262797474770753, 49.10378761107244], [2.263432041588806, 49.10360956780445], [2.264482815425179, 49.103312908633384], [2.265352985099971, 49.10299225099757], [2.266187499104243, 49.102457413573134], [2.266659056534171, 49.10192235705635], [2.266805737901806, 49.10110158229938], [2.266552538452858, 49.10037568831473], [2.265718421605086, 49.09947238684087]], ""type"": ""LineString""}";771;19803;0;N184;2;>;1;0;1436.72991191;0;502;Etat;;voie rapide;1436.72991191
49.0588999553, 2.02807061261;"{""coordinates"": [[2.030279286891926, 49.05766965079683], [2.029933357958259, 49.05789364420391], [2.029820761475474, 49.05815972779518], [2.029714491007492, 49.0584712423215], [2.028596594555041, 49.05889652406028], [2.025514759784856, 49.05963782753839]], ""type"": ""LineString""}";778;19895;219860;N14;1;>;1;0;435.98482882;0;499;;;bretelle nationale;435.984828816
49.0284447857, 2.50301161764;"{""coordinates"": [[2.500333647252853, 49.028913709153386], [2.500799430876575, 49.028873494872435], [2.501674677493078, 49.028652799109416], [2.502987943641477, 49.02843146313627], [2.505697135231841, 49.02800108906334]], ""type"": ""LineString""}";805;20271;0;N104;1;>;1;0;405.88158593;0;499;;;bretelle nationale;405.881585933
49.0433663889, 2.07624330103;"{""coordinates"": [[2.075360623196687, 49.043693382693974], [2.075971317282529, 49.0434852697502], [2.077116899351557, 49.04301519361142]], ""type"": ""LineString""}";810;20339;0;A15;0;;0;0;149.02227379;0;500;;;bretelle autoroute / voie rapide;149.022273787
49.0433034683, 2.1288600255;"{""coordinates"": [[2.128942600831575, 49.04448011301353], [2.128954858524791, 49.044411564561095], [2.128957172170715, 49.0438603395871], [2.128880023521254, 49.043090184155616], [2.1286266449377, 49.04214479100782]], ""type"": ""LineString""}";812;20353;0;N184;0;;0;0;261.57900266;0;500;;;bretelle autoroute / voie rapide;261.579002658
48.9944477015, 2.514003951;"{""coordinates"": [[2.513331632630658, 48.993992450890445], [2.514182619738101, 48.99454714498716], [2.514647835357525, 48.994941128482225]], ""type"": ""LineString""}";820;20584;216323;A1;2;>;1;0;143.14168218;0;500;;;bretelle autoroute / voie rapide;143.141682181
49.0614140236, 2.33888895881;"{""coordinates"": [[2.338682813882014, 49.060893572626256], [2.339095103738562, 49.06193447463989]], ""type"": ""LineString""}";831;20870;0;N104;2;>;1;0;119.62251911;0;499;;;bretelle nationale;119.622519115
49.0568509326, 2.28790533296;"{""coordinates"": [[2.286838885050697, 49.05712286981497], [2.288368406764143, 49.05671127208634], [2.288985060666727, 49.05665236728711]], ""type"": ""LineString""}";837;21137;218131;N104;2;D;2;0;166.35015416;0;502;Etat;Autoroute DIRIF;voie rapide;166.350154159
49.0321442977, 2.10707312962;"{""coordinates"": [[2.106645054746384, 49.03198347780964], [2.107035859696019, 49.03213124002547], [2.107501774394211, 49.03230359385657]], ""type"": ""LineString""}";845;21354;220206;N184;4;D;1;0;72.05859226;0;502;Etat;Voie rapide DIRIF;voie rapide;72.0585922567
48.9761042003, 2.49172293668;"{""coordinates"": [[2.491958703154527, 48.97646883658445], [2.491487170212, 48.975739564113525]], ""type"": ""LineString""}";849;21562;0;A1;2;>;1;0;88.1408921;0;500;;;bretelle autoroute / voie rapide;88.1408921004
48.8950138276, 2.19283758244;"{""coordinates"": [[2.193423400273191, 48.89523762845633], [2.192251764600868, 48.894790026818605]], ""type"": ""LineString""}";852;21643;0;A86;3;D;2;1;99.28149108;0;501;Etat;Autoroute DIRIF;autoroute;99.2814910729
49.0681851302, 2.21833152055;"{""coordinates"": [[2.216950689929444, 49.06710380184858], [2.218275720832454, 49.06815845285489], [2.219728183301456, 49.06924595238409]], ""type"": ""LineString""}";630;16468;220245;N184;2;D;2;0;313.01442623;0;502;Etat;Voie rapide DIRIF;voie rapide;313.014426228
49.0630476211, 2.33585736568;"{""coordinates"": [[2.335601199940001, 49.06315243833043], [2.336113531428662, 49.062942803836215]], ""type"": ""LineString""}";638;16522;219131;N104;2;D;2;0;44.10824512;0;502;Etat;Autoroute DIRIF;voie rapide;44.108245117
48.9067200284, 2.45770190353;"{""coordinates"": [[2.456665176684829, 48.90679589878571], [2.458040182681505, 48.90667894611528], [2.458740213880866, 48.90669254595575]], ""type"": ""LineString""}";648;16773;0;A86;0;;0;0;152.96462623;0;500;;;bretelle autoroute / voie rapide;152.96462623
48.8869519017, 2.47639048413;"{""coordinates"": [[2.475763538685074, 48.88710831980839], [2.476082036618812, 48.88701603481391], [2.477021538099998, 48.8868117030685]], ""type"": ""LineString""}";653;16835;62229;A103;2;D;1;0;98.05537748;0;500;;;bretelle autoroute / voie rapide;98.0553774887
49.0577139441, 2.20826673345;"{""coordinates"": [[2.207449991939137, 49.05725823105252], [2.208691716167731, 49.057942937794415], [2.209068215244916, 49.05819473185566]], ""type"": ""LineString""}";661;16893;220243;N184;2;D;2;0;157.73480226;0;502;Etat;Voie rapide DIRIF;voie rapide;157.734802258
