geo_point_2d;geo_shape;objectid_1;objectid;numero;nom;larg;sens;chauss;tunnel;shape_leng;niveau_route;code_statu;gestionn;statut_2;statut;shape_len
49.0079008181, 2.53280009333;"{""coordinates"": [[2.532729103324087, 49.0078812672028], [2.532871083344604, 49.00792036901606]], ""type"": ""LineString""}";178;5101;216395;A1;2;>;1;0;11.260855;0;500;;;bretelle autoroute / voie rapide;11.2608550035
49.1046087931, 2.26150320286;"{""coordinates"": [[2.259886136924551, 49.10544765944048], [2.260717266683363, 49.10495206707928], [2.26114398119017, 49.10467751373273], [2.261558618501277, 49.1044786875711], [2.263210649311991, 49.10397222754605]], ""type"": ""LineString""}";190;5444;219759;N1;2;D;2;0;296.25109675;0;503;Etat;Voie rapide DIRIF;nationale;296.251096744
48.9943179143, 2.18276969381;"{""coordinates"": [[2.182786888077913, 48.993616790628614], [2.182309640157807, 48.99382494077461], [2.182131954151618, 48.99438182997224], [2.18219098649152, 48.99517214916376], [2.182517834928221, 48.99498598975242], [2.183507099901783, 48.99438367998355], [2.183614267746835, 48.99397760245885], [2.183386261732482, 48.99368714545794], [2.182786888077913, 48.993616790628614]], ""type"": ""LineString""}";200;5602;216494;A15;0;;0;0;450.18696002;0;500;;;bretelle autoroute / voie rapide;450.186960009
48.9958824206, 2.51827925801;"{""coordinates"": [[2.51819394438358, 48.99579269951096], [2.518364571630249, 48.99597214172476]], ""type"": ""LineString""}";202;5674;216341;A1;2;>;1;0;23.53997015;0;500;;;bretelle autoroute / voie rapide;23.539970148
48.9963490683, 2.2468006414;"{""coordinates"": [[2.246349669095343, 48.995394079274654], [2.247251613707046, 48.997304057299964]], ""type"": ""LineString""}";204;5689;216465;A115;0;;0;0;222.42553076;0;500;;;bretelle autoroute / voie rapide;222.425530766
48.9764546718, 2.23576275313;"{""coordinates"": [[2.234917798919075, 48.97667800895917], [2.235730239127944, 48.97645995316512], [2.23660926549157, 48.976237308556314]], ""type"": ""LineString""}";212;5993;216532;A15;3;D;2;0;133.17639019;0;501;Etat;Autoroute DIRIF;autoroute;133.176390187
48.9757627273, 2.2391276802;"{""coordinates"": [[2.238790731871389, 48.975818505718664], [2.239464628525788, 48.97570694896009]], ""type"": ""LineString""}";213;6003;216535;A15;3;D;2;0;50.86918834;0;501;Etat;Autoroute DIRIF;autoroute;50.8691883408
48.9741233606, 2.48841672241;"{""coordinates"": [[2.488495436073328, 48.97417552284684], [2.488338008738109, 48.974071198403685]], ""type"": ""LineString""}";224;6367;216320;A1;3;D;2;0;16.3530576;0;501;Etat;Autoroute DIRIF;autoroute;16.353057601
48.9640637856, 2.26470947613;"{""coordinates"": [[2.267928888164323, 48.96405752067934], [2.267247852203799, 48.963955240001425], [2.26643126128208, 48.96374102852521], [2.265424095820716, 48.9636815301917], [2.264618927718639, 48.963828417566766], [2.263913550040219, 48.964041549029325], [2.262447939025875, 48.96457821184791], [2.261519872314531, 48.96470420581397]], ""type"": ""LineString""}";229;6515;0;A15;0;;0;0;499.73859094;0;500;;;bretelle autoroute / voie rapide;499.738590937
49.046924256, 2.47041387764;"{""coordinates"": [[2.465476653430466, 49.04764592155277], [2.46789689226967, 49.047494381452644], [2.471492211808962, 49.04680621325797], [2.47348230319683, 49.046342848004166], [2.475255611716677, 49.04571916149171]], ""type"": ""LineString""}";238;6685;0;N104;2;D;2;0;752.86131753;0;502;Etat;Autoroute DIRIF;voie rapide;752.861317534
49.0447363759, 2.12883723687;"{""coordinates"": [[2.128676361562975, 49.04496523903148], [2.128873154411824, 49.04472630811952], [2.128927686421769, 49.04456888899415], [2.128942600831575, 49.04448011301353]], ""type"": ""LineString""}";242;6713;0;N184;0;;0;0;58.10614828;0;500;;;bretelle autoroute / voie rapide;58.1061482801
49.0331426891, 2.11214978597;"{""coordinates"": [[2.112131071875488, 49.03329859939608], [2.112159609801977, 49.03303772966486], [2.112184599994722, 49.03299182526828]], ""type"": ""LineString""}";258;7048;0;A15;2;>;1;0;34.50951218;0;500;;;bretelle autoroute / voie rapide;34.5095121785
49.0330113616, 2.11062035125;"{""coordinates"": [[2.109701369625223, 49.033186596942876], [2.110821526566711, 49.03348122120447], [2.111385881451945, 49.03344116459404], [2.111556707369189, 49.0332846837842], [2.111655550681971, 49.033164033318734], [2.111632540205257, 49.03296081416083], [2.11154617606682, 49.03277925092253], [2.111329461489849, 49.03269071332219], [2.11050542097625, 49.03269794699898], [2.109167518091329, 49.03272873130688]], ""type"": ""LineString""}";259;7053;0;A15;2;>;1;0;387.02875348;0;500;;;bretelle autoroute / voie rapide;387.028753481
49.0618176011, 2.32976002265;"{""coordinates"": [[2.328299518257586, 49.06224540425116], [2.329572232580173, 49.06205959467075], [2.330385687640574, 49.06159483545702], [2.331073405273025, 49.061042943140514]], ""type"": ""LineString""}";273;7197;0;N1;0;;0;0;253.39546252;0;500;;;bretelle autoroute / voie rapide;253.39546253
49.0685654729, 2.38723616147;"{""coordinates"": [[2.386219992134992, 49.06864385714998], [2.386910309214263, 49.06863751519309], [2.388246231256547, 49.0684167369866]], ""type"": ""LineString""}";436;11162;0;N104;1;>;1;0;151.11342643;0;499;;;bretelle nationale;151.113426429
49.1501377931, 2.24843061416;"{""coordinates"": [[2.247888183084291, 49.14993517987228], [2.248973045242938, 49.150340406421265]], ""type"": ""LineString""}";441;11459;0;A16;2;>;1;0;91.08502138;0;500;;;bretelle autoroute / voie rapide;91.0850213865
49.0325468185, 2.10499292355;"{""coordinates"": [[2.104024236634582, 49.033086822568585], [2.104211107450351, 49.03279451419044], [2.104510490640398, 49.032567217312064], [2.105100077636154, 49.032432952768076], [2.105431303582078, 49.032408576828914], [2.106140707222078, 49.03235636526693]], ""type"": ""LineString""}";451;11650;216634;A15;2;>;1;0;190.9037492;0;500;;;bretelle autoroute / voie rapide;190.903749195
49.0325111325, 2.19922837221;"{""coordinates"": [[2.199777688326253, 49.03198926279996], [2.199325146600644, 49.0324279532836], [2.198820421723951, 49.032876003567296], [2.198702832099753, 49.03305149936448]], ""type"": ""LineString""}";452;11659;0;A115;2;D;2;0;142.28976644;0;501;Etat;Autoroute DIRIF;autoroute;142.289766435
49.0050034745, 2.52579134065;"{""coordinates"": [[2.525765104865846, 49.00495735763789], [2.52581757643698, 49.005049591392996]], ""type"": ""LineString""}";454;11705;216374;A1;3;D;2;0;10.95223645;0;501;Etat;Autoroute DIRIF;autoroute;10.952236446
49.0502931211, 2.18359465749;"{""coordinates"": [[2.1856358354113, 49.05135571003445], [2.186146812238966, 49.051427119506194], [2.186441985086292, 49.05169277484024], [2.18636033482743, 49.052002153569354], [2.185848569604417, 49.05217832323715], [2.185269783458281, 49.05227482525935], [2.184287660565757, 49.05228236174154], [2.183685402853972, 49.05215126804021], [2.183132192861654, 49.05197636281392], [2.182719683768923, 49.05182356609154], [2.182712393361463, 49.05182086563554], [2.182232544635539, 49.051456808236374], [2.181762650813541, 49.05094378479349], [2.181522884177154, 49.05018301592193], [2.181578468201407, 49.04961717726304], [2.182105494625237, 49.048857444489364], [2.183481239237628, 49.04769210643658], [2.184061176140583, 49.04720654372209], [2.184766388260083, 49.046573987468804]], ""type"": ""LineString""}";566;14739;0;A115;2;>;1;0;1076.25916363;0;501;Etat;Autoroute DIRIF;autoroute;1076.25916363
49.0531473022, 2.17227408291;"{""coordinates"": [[2.172081685327359, 49.05314421551925], [2.1724664804859, 49.05315038892713]], ""type"": ""LineString""}";579;14899;220231;N184;2;D;2;0;28.13572672;0;502;Etat;Voie rapide DIRIF;voie rapide;28.1357267169
49.1208561191, 2.25287631976;"{""coordinates"": [[2.252818521048856, 49.12009872401126], [2.252934118469689, 49.12161351428221]], ""type"": ""LineString""}";582;14934;219758;A16;2;D;2;0;168.69029517;0;501;Etat;Autoroute concédée;autoroute;168.690295172
49.0071174569, 2.52439398432;"{""coordinates"": [[2.524402220695091, 49.00737598647165], [2.524385747938569, 49.00685892730627]], ""type"": ""LineString""}";588;15202;0;A1;0;;0;0;57.5150301;0;500;;;bretelle autoroute / voie rapide;57.515030097
48.9570143489, 2.27544037461;"{""coordinates"": [[2.276213220828405, 48.95703562835825], [2.275934034441686, 48.957107710348716], [2.275537051361593, 48.95720290273046], [2.275275944471784, 48.957154004031864], [2.27504144264444, 48.9569921438936], [2.274996510159105, 48.95674481856943], [2.275015595426675, 48.95649711408409]], ""type"": ""LineString""}";591;15514;0;A15;2;>;1;0;152.9387653;0;500;;;bretelle autoroute / voie rapide;152.938765304
49.0458716293, 2.07417682917;"{""coordinates"": [[2.073628423187077, 49.0462987660505], [2.074725235148707, 49.04544449246797]], ""type"": ""LineString""}";601;15790;216476;A15;0;;0;0;124.32244577;0;501;Etat;Voie rapide DIRIF;autoroute;124.322445772
48.9744919955, 2.24401446538;"{""coordinates"": [[2.241211214891576, 48.97542022913717], [2.241786005505505, 48.975329655180296], [2.242703469677051, 48.97507735605433], [2.243737173758671, 48.97474602619736], [2.244820722744389, 48.97424710133433], [2.245237869504853, 48.97397680730734], [2.24668896381299, 48.97321961645367]], ""type"": ""LineString""}";613;16004;216542;A15;4;D;2;0;475.43544765;0;501;Etat;Autoroute DIRIF;autoroute;475.435447653
48.9764319304, 2.23694485402;"{""coordinates"": [[2.236626790140708, 48.97644135155788], [2.23726291788931, 48.97642250929245]], ""type"": ""LineString""}";479;12235;216534;A15;0;;0;0;46.6148421;0;500;;;bretelle autoroute / voie rapide;46.6148421018
49.1027734131, 2.26813614873;"{""coordinates"": [[2.268053969462542, 49.1027807383024], [2.268218327999047, 49.10276608792976]], ""type"": ""LineString""}";487;12420;219764;N1;2;D;2;0;12.1127147;0;503;Etat;Voie rapide DIRIF;nationale;12.1127146982
49.1004126831, 2.27967521663;"{""coordinates"": [[2.279299363958573, 49.10048745939281], [2.280051069307925, 49.100337906855565]], ""type"": ""LineString""}";490;12434;219779;N1;2;D;2;0;57.36185396;0;503;Etat;Voie rapide DIRIF;nationale;57.3618539663
49.082784039, 2.31513126679;"{""coordinates"": [[2.314330377892438, 49.083755240553984], [2.315932155687405, 49.081812837429766]], ""type"": ""LineString""}";496;12520;219781;N1;4;D;1;0;245.6883788;0;503;Etat;Voie rapide DIRIF;nationale;245.688378805
48.9717183644, 2.24831435386;"{""coordinates"": [[2.247560261615478, 48.972488090618114], [2.247928840355785, 48.972151292677026], [2.249043018490771, 48.97092330025476]], ""type"": ""LineString""}";523;13456;216545;A15;4;D;2;0;205.23066061;0;501;Etat;Autoroute DIRIF;autoroute;205.230660613
49.0324821894, 2.11064871687;"{""coordinates"": [[2.110005008021248, 49.032586372931576], [2.11129242571042, 49.032378005940615]], ""type"": ""LineString""}";530;13895;216643;A15;3;D;2;0;96.95382098;0;501;Etat;Autoroute DIRIF;autoroute;96.953820978
49.0655018157, 2.40144314259;"{""coordinates"": [[2.401036607862063, 49.066041563932124], [2.401176696854781, 49.065873986756614], [2.401839238616863, 49.064953962507374]], ""type"": ""LineString""}";543;14313;0;D316;1;>;1;0;134.46359732;0;500;;;bretelle autoroute / voie rapide;134.463597319
49.0514144991, 2.15141928818;"{""coordinates"": [[2.150330427221868, 49.05126386289403], [2.152508149137306, 49.05156513521368]], ""type"": ""LineString""}";548;14461;220230;N184;2;D;2;0;162.67805926;0;502;Etat;Voie rapide DIRIF;voie rapide;162.67805926
48.9755627519, 2.24033778569;"{""coordinates"": [[2.239464628525788, 48.97570694896009], [2.240838842076443, 48.975479638885794], [2.241211214891576, 48.97542022913717]], ""type"": ""LineString""}";557;14612;216535;A15;3;D;2;0;131.77748339;0;501;Etat;Autoroute DIRIF;autoroute;131.77748339
49.0053537431, 2.52599322529;"{""coordinates"": [[2.52581757643698, 49.005049591392996], [2.525905305809192, 49.00520373677227], [2.526170168974133, 49.00565714819254]], ""type"": ""LineString""}";418;10834;216374;A1;3;D;2;0;72.32433733;0;501;Etat;Autoroute DIRIF;autoroute;72.3243373345
48.9865323647, 2.24235974379;"{""coordinates"": [[2.24244992238498, 48.986709834674684], [2.242269565204089, 48.98635489476209]], ""type"": ""LineString""}";421;10870;216445;A115;2;D;2;0;41.62106409;0;501;Etat;Autoroute DIRIF;autoroute;41.621064095
49.068555408, 2.38621134961;"{""coordinates"": [[2.386219992134992, 49.06864385714998], [2.386202707080193, 49.06846695877641]], ""type"": ""LineString""}";435;11161;0;N104;2;D;1;1;19.71461777;0;499;;;bretelle nationale;19.7146177668
49.0441835896, 2.1301634884;"{""coordinates"": [[2.130080353502386, 49.044128359139755], [2.130246623300982, 49.04423882008378]], ""type"": ""LineString""}";762;19566;0;N184;0;;0;0;17.28246945;0;500;;;bretelle autoroute / voie rapide;17.28246945
49.0565954604, 2.29070125466;"{""coordinates"": [[2.289244218307461, 49.056627610190795], [2.290382589423065, 49.0565187519796], [2.29215782297265, 49.05670072281677]], ""type"": ""LineString""}";784;19919;218131;N104;2;D;2;0;215.40639036;0;502;Etat;Autoroute DIRIF;voie rapide;215.406390356
49.0681249076, 2.38525606126;"{""coordinates"": [[2.385187348184195, 49.0676019744227], [2.384900277194741, 49.0679526773282], [2.385058784191072, 49.0682105856592], [2.385876763951324, 49.06844082174937]], ""type"": ""LineString""}";790;20140;0;N104;1;>;1;0;140.24997832;0;499;;;bretelle nationale;140.249978315
49.0061595166, 2.5273021201;"{""coordinates"": [[2.528449849554575, 49.00662584427762], [2.526942196266193, 49.00602794827352], [2.526170168974133, 49.00565714819254]], ""type"": ""LineString""}";794;20202;0;A1;0;;0;0;198.73068609;0;500;;;bretelle autoroute / voie rapide;198.730686095
48.965549868, 2.2591958413;"{""coordinates"": [[2.259074560942406, 48.96559088718874], [2.259317121662296, 48.96550884871944]], ""type"": ""LineString""}";822;20748;216559;A15;4;D;2;0;19.96655274;0;501;Etat;Autoroute DIRIF;autoroute;19.966552741
49.1279488578, 2.25270964854;"{""coordinates"": [[2.252162366233102, 49.126228175815854], [2.252260982842231, 49.126652875278715], [2.252280062236494, 49.12700978289106], [2.252279647390951, 49.127251884102535], [2.252317648191347, 49.12757059620058], [2.252530449541434, 49.1278384199823], [2.252802341416178, 49.12810629648253], [2.253014981964871, 49.12846334524598], [2.253112213985561, 49.128692873723466], [2.25342238438547, 49.12963536394382]], ""type"": ""LineString""}";825;20813;0;A16;0;;0;0;395.75877935;0;500;;;bretelle autoroute / voie rapide;395.758779349
49.0642157745, 2.36849450272;"{""coordinates"": [[2.355057638352892, 49.060060039671654], [2.372515758628369, 49.0655059774189], [2.37754562153288, 49.06698205566842], [2.37971031737872, 49.067651927945796], [2.382003177913509, 49.06809562364467]], ""type"": ""LineString""}";832;20933;219184;N104;2;D;2;0;2164.45281648;0;502;Etat;Autoroute DIRIF;voie rapide;2164.45281648
49.0016033029, 2.24626925326;"{""coordinates"": [[2.246255084074633, 49.002279926486906], [2.246267231375502, 49.00170635979378], [2.246283186097137, 49.0009266744844]], ""type"": ""LineString""}";839;21193;216460;A115;2;D;2;0;150.50907942;0;501;Etat;Autoroute DIRIF;autoroute;150.509079422
49.0646323645, 2.33127533851;"{""coordinates"": [[2.329268930821214, 49.06549395433664], [2.329978991953389, 49.064662036787915], [2.330615370294244, 49.06452254212486], [2.331304780565389, 49.0645922714616], [2.332300404891735, 49.06451152444687], [2.333097588766332, 49.0643956287268], [2.333496195403924, 49.06411251384862]], ""type"": ""LineString""}";866;22127;0;N1;0;;0;0;381.9604245;0;500;;;bretelle autoroute / voie rapide;381.960424502
49.0683646172, 2.32724040153;"{""coordinates"": [[2.326828074583998, 49.06878769606022], [2.3272702780672, 49.06835223428871], [2.327633036723484, 49.06792328410367]], ""type"": ""LineString""}";624;16456;219787;N1;4;D;1;0;112.7983662;0;503;Etat;Voie structurante SDRIF;nationale;112.798366197
49.06825711, 2.40324277564;"{""coordinates"": [[2.401819012255223, 49.067791186344174], [2.404052654379726, 49.06856918854454], [2.40447091228546, 49.068546038486126], [2.404681235618364, 49.06846792946498]], ""type"": ""LineString""}";625;16459;0;D316;2;D;1;0;233.06849742;0;500;;;bretelle autoroute / voie rapide;233.068497419
49.0679677109, 2.38361381484;"{""coordinates"": [[2.385187348184195, 49.0676019744227], [2.384349331156532, 49.06788124305951], [2.383697666244408, 49.0680376161948], [2.383068152839219, 49.06810321224522], [2.382003177913509, 49.06809562364467]], ""type"": ""LineString""}";626;16463;0;N104;1;>;1;0;243.76851588;0;499;;;bretelle nationale;243.768515874
49.0676593632, 2.40596778982;"{""coordinates"": [[2.404722658685308, 49.0674855912365], [2.405120810843831, 49.06776637900778], [2.405411846141591, 49.06791134917935], [2.40571383732708, 49.06794166313858], [2.40600464782149, 49.06793389882094], [2.406237234837356, 49.067865054233195], [2.406504732644017, 49.06768911165681], [2.407040892615471, 49.06696402384356]], ""type"": ""LineString""}";631;16469;0;D316;1;>;1;0;248.92071335;0;500;;;bretelle autoroute / voie rapide;248.920713352
49.0609309449, 2.34634871169;"{""coordinates"": [[2.349859303012011, 49.05986697887811], [2.349168290317516, 49.060016280252235], [2.347929104990235, 49.060384398598266], [2.346173364810476, 49.06108725567634], [2.345070111210546, 49.06143313782488], [2.344085714568664, 49.061645099120106], [2.343084176483087, 49.061756586792406], [2.342790819536578, 49.06176727710647]], ""type"": ""LineString""}";642;16555;219131;N104;2;D;2;0;563.5700553;0;502;Etat;Autoroute DIRIF;voie rapide;563.570055297
48.8877851747, 2.47403010096;"{""coordinates"": [[2.474033307491633, 48.88831207213527], [2.474052312015651, 48.887786249550565], [2.47398267757116, 48.887260390774806]], ""type"": ""LineString""}";652;16828;62188;A3;4;D;2;0;117.18416242;0;501;Etat;Autoroute DIRIF;autoroute;117.184162414
49.0583506623, 2.03350694658;"{""coordinates"": [[2.033833555249637, 49.058296584873794], [2.033180337913567, 49.058404739704095]], ""type"": ""LineString""}";665;16968;220072;N14;2;D;2;0;49.23533405;0;502;Etat;Voie rapide DIRIF;voie rapide;49.2353340474
49.0454400623, 2.12978895157;"{""coordinates"": [[2.128765520000559, 49.04490848597586], [2.129072502446937, 49.04490174073663], [2.129245139179844, 49.04491947233463], [2.129457513100345, 49.04504238276033], [2.130067026344119, 49.04568225863322], [2.130710283857475, 49.04623197597333]], ""type"": ""LineString""}";674;17077;0;N184;0;;0;0;217.01059209;0;500;;;bretelle autoroute / voie rapide;217.010592088
49.0438432876, 2.13028301087;"{""coordinates"": [[2.130208548664126, 49.04373136165695], [2.130301237511659, 49.04385391115124], [2.130338393499557, 49.04396526336935]], ""type"": ""LineString""}";677;17093;0;N184;0;;0;0;27.89936748;0;500;;;bretelle autoroute / voie rapide;27.899367475
49.0426005885, 2.08048609728;"{""coordinates"": [[2.07791425177416, 49.04374576547014], [2.077922078826309, 49.04374299479525], [2.078697084035331, 49.04346854895139], [2.079540644510353, 49.04303372948024], [2.080331725644916, 49.04249395723399], [2.080937482417961, 49.04191303741584], [2.081398163236363, 49.0417743984131], [2.081944770621608, 49.041883385320475], [2.083015998626272, 49.042555169760455]], ""type"": ""LineString""}";678;17112;216605;A15;0;;0;0;492.11391462;0;500;;;bretelle autoroute / voie rapide;492.113914623
48.9692124687, 2.50396096676;"{""coordinates"": [[2.504583164804285, 48.96899756984492], [2.503338768721547, 48.96942736755862]], ""type"": ""LineString""}";698;17953;0;A104;0;;0;0;102.88475595;0;500;;;bretelle autoroute / voie rapide;102.88475595
49.0511594963, 2.14957661977;"{""coordinates"": [[2.149260387035314, 49.05111569745139], [2.149892852497044, 49.05120329507174]], ""type"": ""LineString""}";706;18002;220230;N184;2;D;2;0;47.24834405;0;502;Etat;Voie rapide DIRIF;voie rapide;47.2483440533
49.049887265, 2.14204309843;"{""coordinates"": [[2.141455202205445, 49.04975052637486], [2.141589196863372, 49.04981664537545], [2.142642846990215, 49.04998691388887]], ""type"": ""LineString""}";708;18034;220224;N184;2;D;2;0;91.56529506;0;502;Etat;Voie rapide DIRIF;voie rapide;91.565295057
48.9973529886, 2.24729423411;"{""coordinates"": [[2.247251613707046, 48.997304057299964], [2.247336854519624, 48.99740191995166]], ""type"": ""LineString""}";722;18338;216467;A115;0;;0;0;12.54400669;0;500;;;bretelle autoroute / voie rapide;12.544006692
48.9859774508, 2.21306046295;"{""coordinates"": [[2.211061759230367, 48.98740242383649], [2.211019338821899, 48.987071125477144], [2.210956804137208, 48.98681464336486], [2.211205980179351, 48.986653894770384], [2.21183347939015, 48.98657682563708], [2.212941094879464, 48.98612816502759], [2.215565940583812, 48.98466174126191]], ""type"": ""LineString""}";728;18668;216530;A15;1;>;1;0;485.31098341;0;500;;;bretelle autoroute / voie rapide;485.310983404
48.9769969169, 2.23409400244;"{""coordinates"": [[2.233276224417847, 48.97733286548256], [2.233959898133405, 48.97704867156334], [2.234802476314823, 48.97670895889951], [2.234894739944037, 48.97668417561063], [2.234917798919075, 48.97667800895917]], ""type"": ""LineString""}";730;18739;216532;A15;3;D;2;0;140.63846621;0;501;Etat;Autoroute DIRIF;autoroute;140.638466207
48.9759653461, 2.2379852997;"{""coordinates"": [[2.237179867519717, 48.97611218654635], [2.238790731871389, 48.975818505718664]], ""type"": ""LineString""}";731;18750;216535;A15;3;D;2;0;122.36336507;0;501;Etat;Autoroute DIRIF;autoroute;122.363365067
49.0476564135, 2.13281536148;"{""coordinates"": [[2.130710283857475, 49.04623197597333], [2.13116213698385, 49.04675197627493], [2.131990850906702, 49.047327873510085], [2.13272107558594, 49.04773904839017], [2.133665761144049, 49.04819361133753], [2.135177371282553, 49.04864394066669]], ""type"": ""LineString""}";739;19121;220219;N184;2;D;2;0;431.96497061;0;502;Etat;Voie rapide DIRIF;voie rapide;431.964970605
49.0446817929, 2.0769792324;"{""coordinates"": [[2.076600753248659, 49.044918948172395], [2.07701672851845, 49.04467019781696], [2.077345478812624, 49.0444263125296]], ""type"": ""LineString""}";743;19181;216600;A15;0;;0;0;77.35206486;0;500;;;bretelle autoroute / voie rapide;77.3520648601
48.9485917403, 2.47474688738;"{""coordinates"": [[2.475960949798976, 48.94763413809397], [2.475646648435544, 48.947843179373166], [2.475196702897956, 48.948367267323206], [2.474746370934957, 48.94876040971497], [2.473934127088351, 48.94911828259694], [2.473381693427007, 48.949314536251684]], ""type"": ""LineString""}";902;23190;0;A3;0;;0;0;271.98417416;0;500;;;bretelle autoroute / voie rapide;271.984174155
48.9957374148, 2.18223321465;"{""coordinates"": [[2.182223782693182, 48.9956110134789], [2.182242646603619, 48.99586381613271]], ""type"": ""LineString""}";903;23281;216498;A15;0;D;0;0;28.14787302;0;500;;;bretelle autoroute / voie rapide;28.1478730189
49.014588981, 2.5308409789;"{""coordinates"": [[2.530463798164377, 49.013824605338336], [2.53062801897555, 49.01417037982363], [2.53122480637869, 49.015350097655684]], ""type"": ""LineString""}";906;23504;216400;A1;3;D;2;0;178.55721262;0;501;Etat;Autoroute concédée;autoroute;178.557212621
48.9216461812, 2.37720905877;"{""coordinates"": [[2.378145057011914, 48.921937100820344], [2.37684663650183, 48.92152487888792], [2.376265707162979, 48.921381341199016]], ""type"": ""LineString""}";914;23717;0;A86;2;D;2;0;151.08291605;0;501;Etat;Autoroute DIRIF;autoroute;151.082916045
48.9856973107, 2.50335789896;"{""coordinates"": [[2.503646259359275, 48.98599477427893], [2.503069538552912, 48.98539984713123]], ""type"": ""LineString""}";919;23880;0;A1;2;>;1;0;78.47959138;0;500;;;bretelle autoroute / voie rapide;78.4795913825
48.9417129721, 2.43078593645;"{""coordinates"": [[2.429682995511886, 48.94150829678016], [2.430578942040267, 48.941542701746], [2.431279027953467, 48.94177649682841], [2.43147054413773, 48.941983172742326], [2.431730473906412, 48.94227072690427]], ""type"": ""LineString""}";930;24105;53319;A1;2;>;1;0;187.3843575;0;500;;;bretelle autoroute / voie rapide;187.384357499
48.8840980122, 2.49301350732;"{""coordinates"": [[2.490565185746705, 48.88489062585989], [2.49138139218985, 48.884810541295444], [2.491803741992591, 48.88469349450716], [2.492379396936081, 48.88454967252714], [2.492899592293574, 48.88437992570822], [2.493090211241524, 48.884289737321566], [2.493553175442532, 48.88408226898559], [2.494029315877451, 48.883730895414615], [2.494464060018713, 48.88322670030637], [2.494790454534934, 48.88295646518488], [2.495240050006714, 48.88283893658291]], ""type"": ""LineString""}";1043;27582;62784;A103;2;>;1;0;430.85144382;0;501;Etat;Autoroute DIRIF;autoroute;430.851443815
48.9604588628, 2.46621281869;"{""coordinates"": [[2.465796099630345, 48.959462436436766], [2.466343196185593, 48.96011394045641], [2.466329165428154, 48.960625422408185], [2.466223784646039, 48.9611268898811], [2.466286155911913, 48.96147781762922], [2.466366533284118, 48.96153252900589]], ""type"": ""LineString""}";1044;27606;50859;A1;2;>;1;0;243.73294317;0;500;;;bretelle autoroute / voie rapide;243.732943167
48.9586158779, 2.47369916742;"{""coordinates"": [[2.473430397106224, 48.958954764790704], [2.473967937725659, 48.9582769910781]], ""type"": ""LineString""}";1045;27618;50971;A1;2;D;1;0;85.03228789;0;500;;;bretelle autoroute / voie rapide;85.032287895
48.9086838125, 2.47358603055;"{""coordinates"": [[2.47344784395827, 48.90850987720623], [2.473724217150476, 48.90885774785929]], ""type"": ""LineString""}";1054;27858;59778;A3;3;D;2;0;43.66687524;0;501;Etat;Autoroute DIRIF;autoroute;43.6668752403
48.9225481481, 2.35712300392;"{""coordinates"": [[2.357119174413193, 48.92259550027453], [2.357126833418872, 48.92250079596629]], ""type"": ""LineString""}";1055;27915;56795;A1;4;D;2;0;10.54622494;0;501;Etat;Autoroute DIRIF;autoroute;10.5462249407
48.9072356295, 2.47269963187;"{""coordinates"": [[2.472130122733624, 48.905864051274435], [2.47218425343444, 48.90601967098551], [2.472455811573872, 48.90680186731646], [2.472583622669686, 48.90708119420869], [2.472827225788135, 48.907613584379746], [2.472945610738738, 48.90787704960687], [2.47344784395827, 48.90850987720623]], ""type"": ""LineString""}";1080;28438;59778;A3;3;D;2;0;311.23678571;0;501;Etat;Autoroute DIRIF;autoroute;311.236785706
48.9634286122, 2.47218906115;"{""coordinates"": [[2.471534588645081, 48.96300124429798], [2.4717680185947, 48.963151032614945], [2.472842068837031, 48.96385823351921]], ""type"": ""LineString""}";1087;28592;50578;A1;3;D;2;0;135.08786468;0;501;Etat;Autoroute DIRIF;autoroute;135.087864682
48.9624891185, 2.47074779509;"{""coordinates"": [[2.469955276957954, 48.9619854921028], [2.471362677604852, 48.962878496582505], [2.471534588645081, 48.96300124429798]], ""type"": ""LineString""}";1088;28601;50720;A1;3;D;2;0;161.68582011;0;501;Etat;Autoroute DIRIF;autoroute;161.685820109
48.9946647938, 2.18107261606;"{""coordinates"": [[2.181246991237255, 48.99468245420319], [2.181125813503665, 48.994647443039476], [2.180895935179163, 48.99468197643465]], ""type"": ""LineString""}";943;24520;216489;A15;0;;0;0;26.93997414;0;500;;;bretelle autoroute / voie rapide;26.9399741443
49.0507313314, 2.14783319278;"{""coordinates"": [[2.146974206452013, 49.05079368003772], [2.147707216367591, 49.05074712246758], [2.148389724120256, 49.05071199647287], [2.14866559558827, 49.05057277397524]], ""type"": ""LineString""}";960;25315;0;N184;0;;0;0;129.30196822;0;500;;;bretelle autoroute / voie rapide;129.301968222
48.9727897081, 2.24721549668;"{""coordinates"": [[2.246861676717308, 48.973080787055736], [2.247289180110446, 48.97273630377875], [2.247560261615478, 48.972488090618114]], ""type"": ""LineString""}";998;26214;216545;A15;4;D;2;0;83.46513438;0;501;Etat;Autoroute DIRIF;autoroute;83.4651343742
48.9641686996, 2.55261064248;"{""coordinates"": [[2.55239862040756, 48.96409392356485], [2.552822664557467, 48.964243475648495]], ""type"": ""LineString""}";1245;32768;50771;A104;3;D;2;0;35.22304133;0;501;Etat;Autoroute DIRIF;autoroute;35.223041326
